Plate #	Row	Column	ORF
4	A	17	YHR018C
4	A	18	YNL277W
4	A	19	YMR111C
4	A	20	YIL131C
4	A	21	YOR272W
4	A	22	YLR175W
4	A	23	YBL082C
4	A	24	YKL028W
4	B	1	YPL247C
4	B	2	YML069W
4	B	3	YDR009W
4	B	4	YPL260W
4	B	5	YMR064W
4	B	6	YKL140W
4	B	7	YMR285C
4	B	8	YBR223C
4	B	9	YGR123C
4	B	10	YNL189W
4	B	11	YPL122C
4	B	12	YIL045W
4	B	13	YJR015W
4	B	14	YDR147W
4	B	15	YDL017W
4	B	16	YDL020C
4	B	17	YDL160C
4	B	18	YKL139W
4	B	19	YGR229C
4	B	20	YBL015W
4	B	21	YGL017W
4	B	22	YBR028C
4	B	23	YBR056W
4	B	24	YGL078C
4	C	1	YNL261W
4	C	2	YDR330W
4	C	3	BLANK
4	C	4	BLANK
4	C	5	YDR105C
4	C	6	YEL071W
4	C	7	BLANK
4	C	8	BLANK
4	C	9	YIL074C
4	C	10	YPL097W
4	C	11	BLANK
4	C	12	BLANK
4	C	13	YDR219C
4	C	14	YJL081C
4	C	15	BLANK
4	C	16	BLANK
4	C	17	YKL143W
4	C	18	YOR043W
4	C	19	BLANK
4	C	20	BLANK
4	C	21	YPL139C
4	C	22	YNL239W
4	C	23	BLANK
4	C	24	BLANK
4	D	1	YCL043C
4	D	2	YPR144C
4	D	3	YER006W
4	D	4	YMR171C
4	D	5	YGL112C
4	D	6	YOR241W
4	D	7	BLANK
4	D	8	BLANK
4	D	9	YHR137W
4	D	10	YBL080C
4	D	11	BLANK
4	D	12	YLR020C
4	D	13	YML114C
4	D	14	YDR299W
4	D	15	BLANK
4	D	16	YDL030W
4	D	17	YDR168W
4	D	18	YNL077W
4	D	19	BLANK
4	D	20	YGL190C
4	D	21	YGL065C
4	D	22	YDL197C
4	D	23	BLANK
4	D	24	YHR009C
4	E	1	YNR001C
4	E	2	YDR516C
4	E	3	YLR116W
4	E	4	YKL035W
4	E	5	YIL039W
4	E	6	YOL061W
4	E	7	YMR239C
4	E	8	YER122C
4	E	9	YJL146W
4	E	10	YPL219W
4	E	11	YHR215W
4	E	12	YDL048C
4	E	13	YGL184C
4	E	14	YLL011W
4	E	15	YER089C
4	E	16	YBL103C
4	E	17	YDL036C
4	E	18	YPR001W
4	E	19	YLR005W
4	E	20	YOL030W
4	E	21	YGL130W
4	E	22	YPL091W
4	E	23	YDL233W
4	E	24	YOR046C
4	F	1	YDL156W
4	F	2	YBR200W
4	F	3	YER073W
4	F	4	YBR158W
4	F	5	YIL097W
4	F	6	YGR041W
4	F	7	YCR053W
4	F	8	YOR002W
4	F	9	YIL001W
4	F	10	YHR006W
4	F	11	YER078C
4	F	12	YMR015C
4	F	13	YMR300C
4	F	14	YDR434W
4	F	15	YER090W
4	F	16	YDL178W
4	F	17	YMR169C
4	F	18	YBR214W
4	F	19	YNL241C
4	F	20	YHR207C
4	F	21	YLL036C
4	F	22	YGL122C
4	F	23	YJR051W
4	F	24	YHR086W
4	G	1	YPL066W
4	G	2	YFR021W
4	G	3	YLR142W
4	G	4	YPL017C
4	G	5	YLR034C
4	G	6	YPL100W
4	G	7	YEL047C
4	G	8	YNL119W
4	G	9	YLR058C
4	G	10	YDL146W
4	G	11	YKL145W
4	G	12	YDR523C
4	G	13	YGL256W
4	G	14	YLR183C
4	G	15	YMR293C
4	G	16	YBR083W
4	G	17	YDR023W
4	G	18	YML085C
4	G	19	YBL098W
4	G	20	YOL144W
4	G	21	YGL219C
4	G	22	YDR388W
4	G	23	YDR254W
4	G	24	YDR381W
4	H	1	YNL116W
4	H	2	YDL225W
4	H	3	YMR014W
4	H	4	YKL089W
4	H	5	YKL047W
4	H	6	YER168C
4	H	7	YJL025W
4	H	8	YPL212C
4	H	9	YJL194W
4	H	10	YKR016W
4	H	11	YJR010W
4	H	12	YOL033W
4	H	13	YEL052W
4	H	14	YKL191W
4	H	15	YGR093W
4	H	16	YJR049C
4	H	17	YMR170C
4	H	18	YBR274W
4	H	19	YGL035C
4	H	20	YML086C
4	H	21	YOL068C
4	H	22	YML096W
4	H	23	YMR115W
4	H	24	YHR216W
4	I	1	YJL123C
4	I	2	YGL202W
4	I	3	YOL125W
4	I	4	YPL072W
4	I	5	YLR212C
4	I	6	YBR126C
4	I	7	YMR027W
4	I	8	YCR024C
4	I	9	YBL056W
4	I	10	YDR182W
4	I	11	YOR229W
4	I	12	YHR113W
4	I	13	YHL021C
4	I	14	YMR140W
4	I	15	YOR123C
4	I	16	YER141W
4	I	17	YGR004W
4	I	18	YFR053C
4	I	19	YCR005C
4	I	20	YOR216C
4	I	21	YLR090W
4	I	22	YDR524C
4	I	23	YJL044C
4	I	24	YDR181C
4	J	1	YOR355W
4	J	2	YEL015W
4	J	3	YOR374W
4	J	4	YPL179W
4	J	5	YPL198W
4	J	6	YMR199W
4	J	7	YKL103C
4	J	8	YJL058C
4	J	9	YML120C
4	J	10	YPL214C
4	J	11	YMR131C
4	J	12	YBR103W
4	J	13	YLR345W
4	J	14	YOL123W
4	J	15	YGR155W
4	J	16	YKR023W
4	J	17	YNL223W
4	J	18	YER025W
4	J	19	YHR159W
4	J	20	YMR023C
4	J	21	YKR063C
4	J	22	YOR377W
4	J	23	YNR012W
4	J	24	YLR324W
4	K	1	YNL062C
4	K	2	YPL061W
4	K	3	YPL063W
4	K	4	YBR006W
4	K	5	YDR316W
4	K	6	YDR132C
4	K	7	YOR198C
4	K	8	YDR240C
4	K	9	YML102W
4	K	10	YLR190W
4	K	11	YPL083C
4	K	12	YMR070W
4	K	13	YHR146W
4	K	14	YNL053W
4	K	15	YDR148C
4	K	16	YGL253W
4	K	17	YKL194C
4	K	18	YLR108C
4	K	19	YDR004W
4	K	20	YBR247C
4	K	21	YNL309W
4	K	22	YGL097W
4	K	23	YPR080W
4	K	24	YDR346C
4	L	1	YKL081W
4	L	2	YFR028C
4	L	3	YHR170W
4	L	4	YPL228W
4	L	5	YPR002W
4	L	6	YPR033C
4	L	7	YPR169W
4	L	8	YLR023C
4	L	9	YML128C
4	L	10	YDR061W
4	L	11	YOR310C
4	L	12	YFR006W
4	L	13	YBR139W
4	L	14	YDR195W
4	L	15	YGR189C
4	L	16	YLR313C
4	L	17	YOR347C
4	L	18	YER052C
4	L	19	YLR197W
4	L	20	YNL138W
4	L	21	YLR033W
4	L	22	YBR138C
4	L	23	YOL070C
4	L	24	YLR432W
4	M	1	YDL103C
4	M	2	YDR348C
4	M	3	YIL123W
4	M	4	YCL017C
4	M	5	YGR019W
4	M	6	YDR257C
4	M	7	YPR045C
4	M	8	YGR256W
4	M	9	YAR071W
4	M	10	YML126C
4	M	11	YBL086C
4	M	12	YNL022C
4	M	13	YNL317W
4	M	14	YPL254W
4	M	15	YDR190C
4	M	16	YGR211W
4	M	17	BLANK
4	M	18	YDL089W
4	M	19	YER003C
4	M	20	BLANK
4	M	21	YOL041C
4	M	22	YHR024C
4	M	23	YDL189W
4	M	24	YFR044C
4	N	1	YBL019W
4	N	2	YJL110C
4	N	3	YKL116C
4	N	4	YDR232W
4	N	5	YDL159W
4	N	6	YPL256C
4	N	7	YDL101C
4	N	8	YPL109C
4	N	9	YMR093W
4	N	10	YDR145W
4	N	11	YFL021W
4	N	12	YGR177C
4	N	13	YLR121C
4	N	14	YMR110C
4	N	15	YIL104C
4	N	16	YBR239C
4	N	17	YPL140C
4	N	18	YGL056C
4	N	19	YML032C
4	N	20	YOR360C
4	N	21	BLANK
4	N	22	YMR215W
4	N	23	YAL038W
4	N	24	BLANK
4	O	1	YPR034W
4	O	2	YFL018C
4	O	3	YMR044W
4	O	4	YFL027C
4	O	5	YGR108W
4	O	6	YGR091W
4	O	7	YDR473C
4	O	8	YNL124W
4	O	9	YBR092C
4	O	10	YOL049W
4	O	11	YCL037C
4	O	12	YDL238C
4	O	13	YPR152C
4	O	14	YPL262W
4	O	15	YGL111W
4	O	16	YNL137C
4	O	17	YML005W
4	O	18	YHR030C
4	O	19	YLR210W
4	O	20	YDR514C
4	O	21	YOR056C
4	O	22	YJL162C
4	O	23	YJR062C
4	O	24	BLANK
4	P	1	YBR227C
4	P	2	YOL055C
4	P	3	YLR392C
4	P	4	YER054C
4	P	5	YJL013C
4	P	6	YML124C
4	P	7	YDR169C
4	P	8	YGL028C
4	P	9	YMR283C
4	P	10	YJR003C
4	P	11	YFR039C
4	P	12	YML115C
4	P	13	YOR231W
4	P	14	YMR297W
4	P	15	YML043C
4	P	16	YDL170W
4	P	17	YPL181W
4	P	18	YKL074C
4	P	19	YDR539W
4	P	20	YBL054W
4	P	21	YPL026C
4	P	22	BLANK
4	P	23	YCL040W
4	P	24	YOR359W
5	A	1	YGR010W
5	A	2	YGL223C
5	A	3	YBR025C
5	A	4	YMR067C
5	A	5	YPL112C
5	A	6	YGR159C
5	A	7	YIL153W
5	A	8	YDR465C
5	A	9	YML062C
5	A	10	YPR118W
5	A	11	YDR161W
5	A	12	YHR107C
5	A	13	YOR084W
5	A	14	YKR092C
5	A	15	YGR046W
5	A	16	YPR041W
5	A	17	YHR129C
5	A	18	YNL175C
5	A	19	YJL147C
5	A	20	YOR091W
5	A	21	YLL039C
5	A	22	YGR234W
5	A	23	BLANK
5	A	24	YJL164C
5	B	1	YBR236C
5	B	2	YMR209C
5	B	3	YLR113W
5	B	4	YLR195C
5	B	5	YPL145C
5	B	6	YPR125W
5	B	7	YGR149W
5	B	8	YNL016W
5	B	9	YDL001W
5	B	10	YBR177C
5	B	11	YNR029C
5	B	12	YKR042W
5	B	13	YOR274W
5	B	14	YDR515W
5	B	15	YGL169W
5	B	16	YNR050C
5	B	17	YGR202C
5	B	18	YIL071C
5	B	19	YOL126C
5	B	20	YCR079W
5	B	21	YKR038C
5	B	22	YDL044C
5	B	23	YBR271W
5	B	24	YGR252W
5	C	1	YJL138C
5	C	2	YIL160C
5	C	3	YCR035C
5	C	4	YPL202C
5	C	5	YBL013W
5	C	6	YMR253C
5	C	7	YJR032W
5	C	8	YOR051C
5	C	9	YCR094W
5	C	10	YGR142W
5	C	11	YEL046C
5	C	12	YIL119C
5	C	13	YDL168W
5	C	14	YOL054W
5	C	15	YIL116W
5	C	16	YHL020C
5	C	17	YMR272C
5	C	18	YNL292W
5	C	19	YKL113C
5	C	20	YPR023C
5	C	21	YLR291C
5	C	22	YJL026W
5	C	23	YJL137C
5	C	24	YOL136C
5	D	1	YBR273C
5	D	2	YDR363W
5	D	3	YML051W
5	D	4	YMR135C
5	D	5	YGL134W
5	D	6	YBR095C
5	D	7	YLR387C
5	D	8	YOR197W
5	D	9	YER101C
5	D	10	YKL106W
5	D	11	YOR209C
5	D	12	YOR059C
5	D	13	YCL011C
5	D	14	YKL027W
5	D	15	YLR321C
5	D	16	YPL133C
5	D	17	YGR263C
5	D	18	YJL060W
5	D	19	YOL140W
5	D	20	BLANK
5	D	21	YOL031C
5	D	22	YDL131W
5	D	23	YBL055C
5	D	24	BLANK
5	E	1	YKR059W
5	E	2	YKR048C
5	E	3	YER028C
5	E	4	YDR222W
5	E	5	YBR125C
5	E	6	YOR196C
5	E	7	YLR418C
5	E	8	YOR201C
5	E	9	YDL022W
5	E	10	YGR193C
5	E	11	YGL246C
5	E	12	YLR225C
5	E	13	YGR279C
5	E	14	YCL028W
5	E	15	YJR072C
5	E	16	YJR149W
5	E	17	YNR015W
5	E	18	YDL105W
5	E	19	YLR180W
5	E	20	YDR019C
5	E	21	YPL014W
5	E	22	YKL189W
5	E	23	YOL043C
5	E	24	YOR173W
5	F	1	YIL135C
5	F	2	YNL040W
5	F	3	YMR091C
5	F	4	YNL206C
5	F	5	YGR285C
5	F	6	YDR125C
5	F	7	YOL097C
5	F	8	YBR166C
5	F	9	YHR132C
5	F	10	YML097C
5	F	11	YPR108W
5	F	12	YER043C
5	F	13	YDL155W
5	F	14	YOL016C
5	F	15	YNL234W
5	F	16	YBR279W
5	F	17	YLR438W
5	F	18	YLR080W
5	F	19	YBR195C
5	F	20	YER061C
5	F	21	YDL027C
5	F	22	YDR170W-A
5	F	23	YOR245C
5	F	24	YBR143C
5	G	1	YLR226W
5	G	2	YLR423C
5	G	3	YGR185C
5	G	4	YJR076C
5	G	5	YBR267W
5	G	6	YPL188W
5	G	7	YNR048W
5	G	8	YDR153C
5	G	9	BLANK
5	G	10	YDR423C
5	G	11	YGR072W
5	G	12	YMR235C
5	G	13	YML107C
5	G	14	YGL048C
5	G	15	YLL022C
5	G	16	YLR107W
5	G	17	YDR309C
5	G	18	YDR083W
5	G	19	YOL116W
5	G	20	YER095W
5	G	21	YPL193W
5	G	22	YMR201C
5	G	23	YAL032C
5	G	24	YGL181W
5	H	1	YLL002W
5	H	2	YOR323C
5	H	3	YOR110W
5	H	4	YOL072W
5	H	5	YNL220W
5	H	6	YDR229W
5	H	7	YDL005C
5	H	8	YGL194C
5	H	9	YMR173W
5	H	10	YMR220W
5	H	11	YPR186C
5	H	12	YKL046C
5	H	13	YGR244C
5	H	14	YOR025W
5	H	15	YBR130C
5	H	16	YDL147W
5	H	17	YBL058W
5	H	18	YMR268C
5	H	19	YDL150W
5	H	20	YFL001W
5	H	21	YER059W
5	H	22	YDR449C
5	H	23	YAL061W
5	H	24	YGR254W
5	I	1	YLR453C
5	I	2	YMR021C
5	I	3	YGR187C
5	I	4	YNL248C
5	I	5	YDL204W
5	I	6	YBR168W
5	I	7	YPR025C
5	I	8	YGR210C
5	I	9	YDR197W
5	I	10	YNL152W
5	I	11	YHR068W
5	I	12	YNL078W
5	I	13	YNL001W
5	I	14	YHL014C
5	I	15	YML027W
5	I	16	YMR214W
5	I	17	YJL125C
5	I	18	YGR122W
5	I	19	YBL032W
5	I	20	YGR111W
5	I	21	YPR140W
5	I	22	YEL037C
5	I	23	YDR268W
5	I	24	YJL048C
5	J	1	YLR203C
5	J	2	YBR162C
5	J	3	YPR148C
5	J	4	YPL146C
5	J	5	YNL330C
5	J	6	YDR312W
5	J	7	YDL090C
5	J	8	YHL002W
5	J	9	YOR264W
5	J	10	YOL069W
5	J	11	YDL066W
5	J	12	YFR005C
5	J	13	YKL181W
5	J	14	YDL084W
5	J	15	YGR156W
5	J	16	YGL059W
5	J	17	YDR528W
5	J	18	YER152C
5	J	19	YDR005C
5	J	20	YBL046W
5	J	21	YER149C
5	J	22	YGL164C
5	J	23	YCL044C
5	J	24	YHR174W
5	K	1	YOR057W
5	K	2	YCR012W
5	K	3	YHL004W
5	K	4	YOL082W
5	K	5	YDR427W
5	K	6	YBR233W
5	K	7	YKL077W
5	K	8	YML074C
5	K	9	YGR112W
5	K	10	YOL022C
5	K	11	YJL107C
5	K	12	YNL181W
5	K	13	YBR155W
5	K	14	YKL149C
5	K	15	YBR234C
5	K	16	YNR021W
5	K	17	YAL060W
5	K	18	YKL162C
5	K	19	YGL082W
5	K	20	YHR179W
5	K	21	YBR026C
5	K	22	YPL028W
5	K	23	YGL185C
5	K	24	YNL042W
5	L	1	YMR240C
5	L	2	YDL091C
5	L	3	YDL097C
5	L	4	YDL161W
5	L	5	YNR052C
5	L	6	YHR066W
5	L	7	YGL025C
5	L	8	YJL155C
5	L	9	YPL168W
5	L	10	YOR221C
5	L	11	YDL182W
5	L	12	YKR003W
5	L	13	YKL195W
5	L	14	YFR014C
5	L	15	YIL103W
5	L	16	YOR244W
5	L	17	YJL036W
5	L	18	YER178W
5	L	19	YBL091C
5	L	20	YKL059C
5	L	21	YMR204C
5	L	22	YHR111W
5	L	23	YDL033C
5	L	24	YOR187W
5	M	1	YOR184W
5	M	2	YHR115C
5	M	3	YIL042C
5	M	4	YPL048W
5	M	5	YEL050C
5	M	6	YGL143C
5	M	7	YLR082C
5	M	8	YOR042W
5	M	9	BLANK
5	M	10	YHR097C
5	M	11	YLR244C
5	M	12	BLANK
5	M	13	YDR532C
5	M	14	YMR010W
5	M	15	YDR502C
5	M	16	YGR214W
5	M	17	YDR088C
5	M	18	YLR328W
5	M	19	YGR295C
5	M	20	YAL015C
5	M	21	YCL016C
5	M	22	YGL213C
5	M	23	YHR063C
5	M	24	YNR043W
5	N	1	YPR163C
5	N	2	YDL216C
5	N	3	YDR448W
5	N	4	YOR375C
5	N	5	YOL124C
5	N	6	YKL108W
5	N	7	YHR169W
5	N	8	YNL074C
5	N	9	YHR003C
5	N	10	YPL151C
5	N	11	YDR300C
5	N	12	YLR300W
5	N	13	BLANK
5	N	14	YHR004C
5	N	15	YNL136W
5	N	16	BLANK
5	N	17	YJR084W
5	N	18	YKR044W
5	N	19	YGL090W
5	N	20	YMR062C
5	N	21	YNL066W
5	N	22	YOL059W
5	N	23	YER027C
5	N	24	YOR230W
5	O	1	YAL012W
5	O	2	YIL033C
5	O	3	YJR080C
5	O	4	YDR432W
5	O	5	YGR012W
5	O	6	YPL060W
5	O	7	YLR449W
5	O	8	YOR303W
5	O	9	YNL035C
5	O	10	YDL104C
5	O	11	YOR063W
5	O	12	YGR179C
5	O	13	YFL030W
5	O	14	YPL154C
5	O	15	YGL067W
5	O	16	YNL051W
5	O	17	YGL209W
5	O	18	YNL254C
5	O	19	YHL048W
5	O	20	YDR021W
5	O	21	YDR354W
5	O	22	YHR201C
5	O	23	YNL230C
5	O	24	BLANK
5	P	1	YHR118C
5	P	2	YDR364C
5	P	3	YOR117W
5	P	4	YPL245W
5	P	5	BLANK
5	P	6	YLR231C
5	P	7	YIR012W
5	P	8	YPL049C
5	P	9	YNL004W
5	P	10	YKL075C
5	P	11	YDR394W
5	P	12	YNL166C
5	P	13	YAR003W
5	P	14	YHR011W
5	P	15	YNL207W
5	P	16	YDR165W
5	P	17	YML080W
5	P	18	YMR208W
5	P	19	YJR136C
5	P	20	YCL029C
5	P	21	YOL058W
5	P	22	YDR527W
5	P	23	YGL004C
5	P	24	YOR259C
6	A	1	YJL180C
6	A	2	YGR031W
6	A	3	YHR010W
6	A	4	YGR163W
6	A	5	YNL284C
6	A	6	YJR105W
6	A	7	YPL206C
6	A	8	YPL031C
6	A	9	YIR011C
6	A	10	YOR261C
6	A	11	YNL315C
6	A	12	YCL055W
6	A	13	YPR013C
6	A	14	YBR046C
6	A	15	YGR231C
6	A	16	YMR142C
6	A	17	YGR282C
6	A	18	YJR009C
6	A	19	YDR368W
6	A	20	YHR083W
6	A	21	YDL047W
6	A	22	YKR062W
6	A	23	YMR267W
6	A	24	YBR048W
6	B	1	YNL037C
6	B	2	YDR400W
6	B	3	YJR147W
6	B	4	YGL105W
6	B	5	YPR040W
6	B	6	YOR193W
6	B	7	YDL100C
6	B	8	YFR024C
6	B	9	YPL011C
6	B	10	YIL094C
6	B	11	YJR060W
6	B	12	YPR035W
6	B	13	YLR270W
6	B	14	YGR173W
6	B	15	YBR034C
6	B	16	YKL114C
6	B	17	YLR100W
6	B	18	YKL043W
6	B	19	YIL154C
6	B	20	YBR065C
6	B	21	YGR180C
6	B	22	YKR077W
6	B	23	BLANK
6	B	24	YDL055C
6	C	1	YJR070C
6	C	2	YHR106W
6	C	3	BLANK
6	C	4	YGR283C
6	C	5	YCL050C
6	C	6	YML037C
6	C	7	BLANK
6	C	8	YBL031W
6	C	9	YLR439W
6	C	10	YPR056W
6	C	11	YOR158W
6	C	12	YDL230W
6	C	13	YBR151W
6	C	14	YDR051C
6	C	15	BLANK
6	C	16	YNL265C
6	C	17	YKL094W
6	C	18	YPL055C
6	C	19	BLANK
6	C	20	YJL208C
6	C	21	YBR061C
6	C	22	YLR239C
6	C	23	BLANK
6	C	24	YIL041W
6	D	1	YPL191C
6	D	2	YHR112C
6	D	3	YPL152W
6	D	4	YGL148W
6	D	5	YBL068W
6	D	6	YDL193W
6	D	7	YNL229C
6	D	8	YIR034C
6	D	9	YPL138C
6	D	10	YLR216C
6	D	11	YNL164C
6	D	12	YAL036C
6	D	13	YNL264C
6	D	14	YMR114C
6	D	15	YGL039W
6	D	16	YLR405W
6	D	17	YNL141W
6	D	18	YDR065W
6	D	19	YJR154W
6	D	20	YIR026C
6	D	21	YIL145C
6	D	22	YLR141W
6	D	23	YPL118W
6	D	24	YFR046C
6	E	1	YPL273W
6	E	2	YLR265C
6	E	3	YNL025C
6	E	4	YKL164C
6	E	5	YDR347W
6	E	6	YNL290W
6	E	7	YHL011C
6	E	8	YDR077W
6	E	9	YLR457C
6	E	10	YBR141C
6	E	11	YOR288C
6	E	12	YDR204W
6	E	13	YCL059C
6	E	14	YHR085W
6	E	15	YML073C
6	E	16	YPL111W
6	E	17	YKL110C
6	E	18	YDR267C
6	E	19	YFR034C
6	E	20	YKR013W
6	E	21	YDR068W
6	E	22	YBR119W
6	E	23	YOR279C
6	E	24	YML004C
6	F	1	YPR075C
6	F	2	YDL188C
6	F	3	YBR084C-A
6	F	4	YGL155W
6	F	5	YBL074C
6	F	6	YDR171W
6	F	7	YBR181C
6	F	8	YMR276W
6	F	9	YDL226C
6	F	10	YNL005C
6	F	11	YNL231C
6	F	12	YDL134C
6	F	13	YNL274C
6	F	14	YNL316C
6	F	15	YKR071C
6	F	16	YMR097C
6	F	17	YOR262W
6	F	18	YDR158W
6	F	19	YOR007C
6	F	20	YLR420W
6	F	21	YPR086W
6	F	22	YOL042W
6	F	23	YPR004C
6	F	24	YGR048W
6	G	1	YMR143W
6	G	2	YMR144W
6	G	3	YOL094C
6	G	4	YOL007C
6	G	5	YDR460W
6	G	6	YDL209C
6	G	7	YIL077C
6	G	8	YER156C
6	G	9	YML025C
6	G	10	YDR392W
6	G	11	YBL027W
6	G	12	YFR025C
6	G	13	YKL019W
6	G	14	YKL085W
6	G	15	YHR061C
6	G	16	YBR189W
6	G	17	YNL322C
6	G	18	YHL009C
6	G	19	YHR144C
6	G	20	YOR142W
6	G	21	YDR090C
6	G	22	YNL302C
6	G	23	YOR312C
6	G	24	BLANK
6	H	1	YDL144C
6	H	2	YIL110W
6	H	3	YHR025W
6	H	4	YHR052W
6	H	5	YDR173C
6	H	6	YGR286C
6	H	7	YBL016W
6	H	8	YNL288W
6	H	9	YKR070W
6	H	10	YBR249C
6	H	11	YHR203C
6	H	12	YGR052W
6	H	13	YLR426W
6	H	14	YNR032W
6	H	15	YMR234W
6	H	16	YOL010W
6	H	17	YPR180W
6	H	18	YIL083C
6	H	19	YOR315W
6	H	20	YPL081W
6	H	21	YPR127W
6	H	22	YPL096W
6	H	23	YDL078C
6	H	24	YKR066C
6	I	1	YBR211C
6	I	2	YNR035C
6	I	3	YCR002C
6	I	4	YOR026W
6	I	5	YER037W
6	I	6	YGR084C
6	I	7	YKR080W
6	I	8	YJL088W
6	I	9	YOR143C
6	I	10	YEL017W
6	I	11	YDR352W
6	I	12	YGR058W
6	I	13	YNL058C
6	I	14	YCR036W
6	I	15	YKL216W
6	I	16	YGR080W
6	I	17	YOR006C
6	I	18	YLR181C
6	I	19	YMR299C
6	I	20	YBR129C
6	I	21	YGL161C
6	I	22	YDL205C
6	I	23	YCL009C
6	I	24	YOR340C
6	J	1	YHR069C
6	J	2	YLR105C
6	J	3	YNL191W
6	J	4	YJR148W
6	J	5	YLR287C
6	J	6	YMR083W
6	J	7	YDR451C
6	J	8	YDL211C
6	J	9	YNL007C
6	J	10	YDR035W
6	J	11	YDL065C
6	J	12	YOR136W
6	J	13	YGL001C
6	J	14	YPR065W
6	J	15	YMR303C
6	J	16	YPL209C
6	J	17	YJR145C
6	J	18	YJL021C
6	J	19	YBL033C
6	J	20	YPL236C
6	J	21	YBR149W
6	J	22	YBR031W
6	J	23	YLR375W
6	J	24	YCL064C
6	K	1	YLL062C
6	K	2	YOL151W
6	K	3	YGL115W
6	K	4	YPL004C
6	K	5	YHR198C
6	K	6	YGR086C
6	K	7	YNL215W
6	K	8	YJR008W
6	K	9	YOR342C
6	K	10	YKL151C
6	K	11	YMR048W
6	K	12	YLR354C
6	K	13	YNR054C
6	K	14	YDL108W
6	K	15	YKR087C
6	K	16	BLANK
6	K	17	YBR176W
6	K	18	BLANK
6	K	19	YOR120W
6	K	20	YDR044W
6	K	21	YHR199C
6	K	22	YHR104W
6	K	23	YDL222C
6	K	24	YDR530C
6	L	1	YJR139C
6	L	2	YOL047C
6	L	3	BLANK
6	L	4	YML060W
6	L	5	YNL304W
6	L	6	YNL307C
6	L	7	YJR068W
6	L	8	YDR517W
6	L	9	YBR145W
6	L	10	YDR191W
6	L	11	YDR214W
6	L	12	YPL018W
6	L	13	YMR315W
6	L	14	YPL090C
6	L	15	YDR439W
6	L	16	YBR057C
6	L	17	YCL032W
6	L	18	YLR063W
6	L	19	YDR372C
6	L	20	YLR316C
6	L	21	YDL175C
6	L	22	YCR095C
6	L	23	YOR352W
6	L	24	YIL079C
6	M	1	BLANK
6	M	2	BLANK
6	M	3	YIL043C
6	M	4	BLANK
6	M	5	YLR257W
6	M	6	BLANK
6	M	7	YDR175C
6	M	8	BLANK
6	M	9	YER099C
6	M	10	YLR017W
6	M	11	YMR310C
6	M	12	BLANK
6	M	13	YBR175W
6	M	14	YER161C
6	M	15	YLR283W
6	M	16	YHL025W
6	M	17	YDL124W
6	M	18	YNL301C
6	M	19	YOR164C
6	M	20	BLANK
6	M	21	YKL091C
6	M	22	YIL063C
6	M	23	YGL043W
6	M	24	YFL034C-B
6	N	1	YKL060C
6	N	2	YBL029W
6	N	3	YPL015C
6	N	4	YMR030W
6	N	5	BLANK
6	N	6	YMR289W
6	N	7	YKL011C
6	N	8	BLANK
6	N	9	YDL107W
6	N	10	YKR076W
6	N	11	YDR279W
6	N	12	YFL029C
6	N	13	YNL084C
6	N	14	YDR322W
6	N	15	YGL128C
6	N	16	YBR221C
6	N	17	YGR101W
6	N	18	YML131W
6	N	19	YGL175C
6	N	20	YIR021W
6	N	21	YER016W
6	N	22	YDR012W
6	N	23	YIL106W
6	N	24	YLR215C
6	O	1	YGR007W
6	O	2	YDR411C
6	O	3	YKR022C
6	O	4	YHR156C
6	O	5	YNR034W
6	O	6	YOR061W
6	O	7	YDR353W
6	O	8	YMR127C
6	O	9	YIL021W
6	O	10	YIL096C
6	O	11	YNR027W
6	O	12	YPR110C
6	O	13	YCR073W-A
6	O	14	YGR043C
6	O	15	YNL063W
6	O	16	YJL052W
6	O	17	YDL236W
6	O	18	YOR246C
6	O	19	YDL021W
6	O	20	YGR015C
6	O	21	YML121W
6	O	22	YIL084C
6	O	23	YGR208W
6	O	24	YJL017W
6	P	1	YML021C
6	P	2	YBR161W
6	P	3	BLANK
6	P	4	YNL134C
6	P	5	YCL034W
6	P	6	YNR075W
6	P	7	YKR011C
6	P	8	YLR048W
6	P	9	YIL122W
6	P	10	YMR139W
6	P	11	YJR043C
6	P	12	YGR040W
6	P	13	YPR129W
6	P	14	YDR531W
6	P	15	YGL157W
6	P	16	YHR040W
6	P	17	YIL019W
6	P	18	YMR270C
6	P	19	YGR165W
6	P	20	YKL042W
6	P	21	YHR034C
6	P	22	YDR047W
6	P	23	YGL040C
6	P	24	YMR318C
7	A	1	YNR040W
7	A	2	YER116C
7	A	3	YDR367W
7	A	4	YNL155W
7	A	5	YNL148C
7	A	6	YIL069C
7	A	7	YJL066C
7	A	8	YBL095W
7	A	9	YLR061W
7	A	10	YOR062C
7	A	11	YLR022C
7	A	12	YFR050C
7	A	13	YOL154W
7	A	14	YGL237C
7	A	15	BLANK
7	A	16	YIR036C
7	A	17	YGR195W
7	A	18	YGR207C
7	A	19	YGL250W
7	A	20	YLR201C
7	A	21	YLR301W
7	A	22	YCR059C
7	A	23	YGR075C
7	A	24	YJL043W
7	B	1	YNL232W
7	B	2	YHR187W
7	B	3	YOL077C
7	B	4	YBR251W
7	B	5	YOR385W
7	B	6	YDL045C
7	B	7	YGR239C
7	B	8	YGR277C
7	B	9	YPR103W
7	B	10	YOR251C
7	B	11	YDR116C
7	B	12	YOR228C
7	B	13	YLR079W
7	B	14	YLR146C
