Plate #	Row	Column	ORF
7	B	15	YEL005C
7	B	16	YNL156C
7	B	17	BLANK
7	B	18	YPL131W
7	B	19	YGL005C
7	B	20	YFR041C
7	B	21	YHR192W
7	B	22	YPL241C
7	B	23	YLR344W
7	B	24	YLR091W
7	C	1	YOR152C
7	C	2	YFR052W
7	C	3	YKL002W
7	C	4	YOL121C
7	C	5	YOL038W
7	C	6	YGR042W
7	C	7	YLR186W
7	C	8	YNL108C
7	C	9	YOR293W
7	C	10	YPR134W
7	C	11	YLR052W
7	C	12	YGL174W
7	C	13	YDR050C
7	C	14	YLR102C
7	C	15	YJR113C
7	C	16	YLR414C
7	C	17	YHR043C
7	C	18	YGR262C
7	C	19	YIR018W
7	C	20	YPL163C
7	C	21	YHR041C
7	C	22	YGR135W
7	C	23	YLR376C
7	C	24	YOR060C
7	D	1	YBR152W
7	D	2	YJR083C
7	D	3	YOR344C
7	D	4	YER083C
7	D	5	YJL177W
7	D	6	YFR004W
7	D	7	YOR362C
7	D	8	YJR013W
7	D	9	YDL201W
7	D	10	YPR147C
7	D	11	YIL050W
7	D	12	YFL044C
7	D	13	YOR174W
7	D	14	YLR172C
7	D	15	YHR090C
7	D	16	BLANK
7	D	17	YBL010C
7	D	18	YER142C
7	D	19	YJL115W
7	D	20	YFR047C
7	D	21	YKL055C
7	D	22	YDL076C
7	D	23	BLANK
7	D	24	BLANK
7	E	1	YPR060C
7	E	2	YGL085W
7	E	3	YMR194W
7	E	4	YDR099W
7	E	5	YOR004W
7	E	6	YGR280C
7	E	7	YGR118W
7	E	8	YDR025W
7	E	9	YER062C
7	E	10	YEL019C
7	E	11	YML092C
7	E	12	YIL070C
7	E	13	YML113W
7	E	14	YLR192C
7	E	15	YKL152C
7	E	16	YDR486C
7	E	17	YKL130C
7	E	18	YHR167W
7	E	19	YJL055W
7	E	20	YAL009W
7	E	21	YGR267C
7	E	22	YMR193W
7	E	23	YOR305W
7	E	24	YCL005W
7	F	1	YDL129W
7	F	2	YNL177C
7	F	3	YER074W
7	F	4	YGR104C
7	F	5	YBR191W
7	F	6	YKL183W
7	F	7	YPL117C
7	F	8	YNL096C
7	F	9	YDR337W
7	F	10	YBR231C
7	F	11	YLR136C
7	F	12	YPL064C
7	F	13	YDL191W
7	F	14	YGR001C
7	F	15	YJR096W
7	F	16	YBR160W
7	F	17	YHR067W
7	F	18	YML112W
7	F	19	YJR116W
7	F	20	YHR046C
7	F	21	YKL095W
7	F	22	YDR184C
7	F	23	YDL051W
7	F	24	YOL093W
7	G	1	YDL136W
7	G	2	YJL191W
7	G	3	YER011W
7	G	4	YLR064W
7	G	5	YJL001W
7	G	6	YIL053W
7	G	7	YDR318W
7	G	8	YGR220C
7	G	9	YGR158C
7	G	10	YER177W
7	G	11	YPR143W
7	G	12	YJR101W
7	G	13	YOR213C
7	G	14	YOR220W
7	G	15	YLL038C
7	G	16	YGL046W
7	G	17	YNL024C
7	G	18	YIL020C
7	G	19	YOL028C
7	G	20	YCL010C
7	G	21	YHR049W
7	G	22	YOR039W
7	G	23	YOR358W
7	G	24	YGR095C
7	H	1	YDR130C
7	H	2	YNL312W
7	H	3	YBR101C
7	H	4	YHL013C
7	H	5	YAL034W-A
7	H	6	YMR055C
7	H	7	YBR011C
7	H	8	YDR123C
7	H	9	YER023W
7	H	10	YDR288W
7	H	11	YLR312W-A
7	H	12	YPR061C
7	H	13	YDR361C
7	H	14	YER175C
7	H	15	YKR025W
7	H	16	YIL044C
7	H	17	YHR163W
7	H	18	YIL133C
7	H	19	YML014W
7	H	20	YHR058C
7	H	21	YKL023W
7	H	22	YER117W
7	H	23	YDR384C
7	H	24	YPL068C
7	I	1	YGR248W
7	I	2	YKR060W
7	I	3	YER153C
7	I	4	YLR150W
7	I	5	YER056C-A
7	I	6	YKL208W
7	I	7	YLR126C
7	I	8	YLR059C
7	I	9	YIR001C
7	I	10	YKL206C
7	I	11	YDL202W
7	I	12	YHR021C
7	I	13	YPL107W
7	I	14	YDR471W
7	I	15	YOR087W
7	I	16	YAL027W
7	I	17	YNL200C
7	I	18	YJR011C
7	I	19	YPR016C
7	I	20	YEL012W
7	I	21	YHR127W
7	I	22	YOR095C
7	I	23	YPL065W
7	I	24	YHL033C
7	J	1	YDR450W
7	J	2	YOR107W
7	J	3	YCR016W
7	J	4	YKR075C
7	J	5	YFL028C
7	J	6	YOR238W
7	J	7	YDL083C
7	J	8	YJR007W
7	J	9	YKL180W
7	J	10	YFR031C-A
7	J	11	YLR404W
7	J	12	YPL079W
7	J	13	YGL240W
7	J	14	YGL162W
7	J	15	YOR104W
7	J	16	YCL031C
7	J	17	YJL203W
7	J	18	YNL246W
7	J	19	YPL129W
7	J	20	YKL128C
7	J	21	YLR290C
7	J	22	YHL034C
7	J	23	YKR006C
7	J	24	YPR069C
7	K	1	YLR441C
7	K	2	YLR271W
7	K	3	YFL006W
7	K	4	YML105C
7	K	5	YHR141C
7	K	6	YKR043C
7	K	7	YOR289W
7	K	8	YML024W
7	K	9	YJL035C
7	K	10	YMR226C
7	K	11	YLR435W
7	K	12	YCR009C
7	K	13	YCR004C
7	K	14	YIL093C
7	K	15	YDR305C
7	K	16	YBL064C
7	K	17	BLANK
7	K	18	YLR285W
7	K	19	YER174C
7	K	20	BLANK
7	K	21	YOR284W
7	K	22	YPL127C
7	K	23	YMR230W
7	K	24	YKL040C
7	L	1	YLR003C
7	L	2	YOR292C
7	L	3	YGR021W
7	L	4	YML110C
7	L	5	YOL080C
7	L	6	YPL177C
7	L	7	YGL057C
7	L	8	YLR448W
7	L	9	YMR043W
7	L	10	YNL006W
7	L	11	YMR069W
7	L	12	YGR044C
7	L	13	YJR111C
7	L	14	YGL254W
7	L	15	YEL009C
7	L	16	YGR017W
7	L	17	YML041C
7	L	18	YDL173W
7	L	19	YIL052C
7	L	20	YKR037C
7	L	21	BLANK
7	L	22	YJL145W
7	L	23	YDR272W
7	L	24	BLANK
7	M	1	YML063W
7	M	2	YLR412W
7	M	3	YIR035C
7	M	4	YIL148W
7	M	5	YPL124W
7	M	6	YHL001W
7	M	7	YPR131C
7	M	8	YHR200W
7	M	9	YKR041W
7	M	10	YPR132W
7	M	11	YMR038C
7	M	12	YDL111C
7	M	13	YDL139C
7	M	14	YDR405W
7	M	15	YAL049C
7	M	16	YDL087C
7	M	17	YLR211C
7	M	18	YOR157C
7	M	19	YER182W
7	M	20	YNL168C
7	M	21	YDR092W
7	M	22	YBL036C
7	M	23	YBR090C
7	M	24	YKL071W
7	N	1	YLR351C
7	N	2	YGL232W
7	N	3	YGR205W
7	N	4	YNL072W
7	N	5	YGL221C
7	N	6	YBL087C
7	N	7	YGR132C
7	N	8	YLR455W
7	N	9	YOR281C
7	N	10	YOL056W
7	N	11	YNL286W
7	N	12	YIL061C
7	N	13	YKR046C
7	N	14	YJL068C
7	N	15	YFR027W
7	N	16	BLANK
7	N	17	YML026C
7	N	18	YDR054C
7	N	19	YDR087C
7	N	20	YOR028C
7	N	21	YPR116W
7	N	22	YGR222W
7	N	23	YDR319C
7	N	24	YKL052C
7	O	1	YMR157C
7	O	2	YMR178W
7	O	3	YLR194C
7	O	4	YDR262W
7	O	5	YGL011C
7	O	6	YKL006W
7	O	7	YKR094C
7	O	8	YKL007W
7	O	9	YLL027W
7	O	10	YDL043C
7	O	11	YNR009W
7	O	12	YDR152W
7	O	13	YGL061C
7	O	14	YGR161C
7	O	15	YDR174W
7	O	16	YER126C
7	O	17	YBR107C
7	O	18	YGR253C
7	O	19	YJR024C
7	O	20	YBR088C
7	O	21	YDR538W
7	O	22	YIL064W
7	O	23	YDR196C
7	O	24	YLL045C
7	P	1	YLR367W
7	P	2	YDR075W
7	P	3	YLR132C
7	P	4	YAR015W
7	P	5	YGR147C
7	P	6	YDR280W
7	P	7	YIL034C
7	P	8	YMR281W
7	P	9	YDR098C
7	P	10	YKL150W
7	P	11	YOR040W
7	P	12	YLR093C
7	P	13	YOR234C
7	P	14	YJL079C
7	P	15	YNL032W
7	P	16	BLANK
7	P	17	YEL018W
7	P	18	YDR233C
7	P	19	YGL019W
7	P	20	YOR083W
7	P	21	YNL162W
7	P	22	YHR062C
7	P	23	YDR429C
7	P	24	YMR039C
8	A	1	YLR254C
8	A	2	YHR089C
8	A	3	YHR121W
8	A	4	YMR121C
8	A	5	YOR215C
8	A	6	YDL135C
8	A	7	YCR003W
8	A	8	YMR073C
8	A	9	YPR046W
8	A	10	YOR367W
8	A	11	YBR137W
8	A	12	YGR268C
8	A	13	YLR370C
8	A	14	YDL166C
8	A	15	YPL038W
8	A	16	YBR122C
8	A	17	YJL122W
8	A	18	YJL178C
8	A	19	YAL033W
8	A	20	YKR057W
8	A	21	YNL046W
8	A	22	YGL211W
8	A	23	YOL143C
8	A	24	YMR138W
8	B	1	YDR226W
8	B	2	YEL038W
8	B	3	YJL140W
8	B	4	YER148W
8	B	5	YLR199C
8	B	6	YJR135C
8	B	7	YER063W
8	B	8	YLR390W-A
8	B	9	YLR051C
8	B	10	YKL009W
8	B	11	YKL117W
8	B	12	YMR314W
8	B	13	YPR154W
8	B	14	YDR020C
8	B	15	YBR005W
8	B	16	YER004W
8	B	17	YOL111C
8	B	18	YLR168C
8	B	19	YBR067C
8	B	20	YOR232W
8	B	21	YDR487C
8	B	22	YML106W
8	B	23	YLR287C-A
8	B	24	YDR476C
8	C	1	YBR106W
8	C	2	YNL310C
8	C	3	YIR017C
8	C	4	YNL190W
8	C	5	YPR067W
8	C	6	YGL047W
8	C	7	YGR102C
8	C	8	YMR263W
8	C	9	YPR187W
8	C	10	YPL239W
8	C	11	YDR185C
8	C	12	YJL217W
8	C	13	YML055W
8	C	14	YGL247W
8	C	15	YDR397C
8	C	16	YDR022C
8	C	17	YLR193C
8	C	18	YML028W
8	C	19	YDL046W
8	C	20	YDL098C
8	C	21	YPL252C
8	C	22	YKR068C
8	C	23	YPR063C
8	C	24	YNL067W
8	D	1	YGR038W
8	D	2	YGR136W
8	D	3	YLR075W
8	D	4	YLR326W
8	D	5	YLR221C
8	D	6	YKL096W
8	D	7	YGL079W
8	D	8	BLANK
8	D	9	YNL306W
8	D	10	YOR214C
8	D	11	YPL233W
8	D	12	YNL100W
8	D	13	YBL057C
8	D	14	YDR391C
8	D	15	YIL132C
8	D	16	YHR122W
8	D	17	YBR071W
8	D	18	YOL102C
8	D	19	YDR003W
8	D	20	YOR295W
8	D	21	YER104W
8	D	22	YMR233W
8	D	23	YDR167W
8	D	24	YJL096W
8	E	1	YMR255W
8	E	2	YFR001W
8	E	3	YML022W
8	E	4	YBR014C
8	E	5	YER042W
8	E	6	YKL001C
8	E	7	YMR072W
8	E	8	YKL190W
8	E	9	YAL055W
8	E	10	YPR172W
8	E	11	YDR540C
8	E	12	YJR014W
8	E	13	YAL044C
8	E	14	YIL157C
8	E	15	YLR109W
8	E	16	YDR066C
8	E	17	YPR101W
8	E	18	YPR037C
8	E	19	YDL208W
8	E	20	YDR328C
8	E	21	YDR404C
8	E	22	YDL165W
8	E	23	YNL157W
8	E	24	YML094W
8	F	1	YOL135C
8	F	2	YKR100C
8	F	3	YMR077C
8	F	4	YNL129W
8	F	5	YNL110C
8	F	6	YBR242W
8	F	7	YJR074W
8	F	8	YPL213W
8	F	9	YOR258W
8	F	10	YDR275W
8	F	11	YER007C-A
8	F	12	YGR235C
8	F	13	YBR072W
8	F	14	YER163C
8	F	15	YMR117C
8	F	16	YLR298C
8	F	17	YER183C
8	F	18	YOR283W
8	F	19	YER079W
8	F	20	YLR118C
8	F	21	YMR132C
8	F	22	YNL107W
8	F	23	YIL127C
8	F	24	YMR095C
8	G	1	YOR163W
8	G	2	YIL158W
8	G	3	YGR275W
8	G	4	YDL002C
8	G	5	YGL018C
8	G	6	YBR278W
8	G	7	YCR090C
8	G	8	YBL072C
8	G	9	YJL161W
8	G	10	YGR078C
8	G	11	YEL066W
8	G	12	YMR003W
8	G	13	YBL090W
8	G	14	YJR069C
8	G	15	YOR253W
8	G	16	YDR121W
8	G	17	YDL120W
8	G	18	YOR122C
8	G	19	YHR152W
8	G	20	YGL068W
8	G	21	YJL016W
8	G	22	YDR071C
8	G	23	YPL108W
8	G	24	YCR086W
8	H	1	YCR018C
8	H	2	YNL010W
8	H	3	YNL036W
8	H	4	YOL142W
8	H	5	YDR302W
8	H	6	YBR256C
8	H	7	YLR363C
8	H	8	YDR533C
8	H	9	YPL220W
8	H	10	YDR412W
8	H	11	YCR020C
8	H	12	YHR008C
8	H	13	YDR408C
8	H	14	YOR077W
8	H	15	YOL139C
8	H	16	YOL149W
8	H	17	YFL010C
8	H	18	YLR406C
8	H	19	YGR081C
8	H	20	YMR090W
8	H	21	YPL178W
8	H	22	YDL213C
8	H	23	BLANK
8	H	24	YMR161W
8	I	1	YOR179C
8	I	2	YKL024C
8	I	3	YNR024W
8	I	4	YDR041W
8	I	5	YKL186C
8	I	6	YJR112W
8	I	7	YML078W
8	I	8	YER102W
8	I	9	YKL069W
8	I	10	YKL156W
8	I	11	YMR009W
8	I	12	YMR184W
8	I	13	YJR025C
8	I	14	YKR065C
8	I	15	YPR051W
8	I	16	YDR453C
8	I	17	YGR085C
8	I	18	YDL125C
8	I	19	YNL133C
8	I	20	YDL064W
8	I	21	YKL013C
8	I	22	YDR253C
8	I	23	YPL223C
8	I	24	YGL231C
8	J	1	YDR140W
8	J	2	YPL024W
8	J	3	YPR174C
8	J	4	YPL199C
8	J	5	YKL142W
8	J	6	YDL059C
8	J	7	YOR131C
8	J	8	YGR024C
8	J	9	YBL059W
8	J	10	YIL161W
8	J	11	YDR177W
8	J	12	YJL148W
8	J	13	YHR105W
8	J	14	YBR111C
8	J	15	YOR319W
8	J	16	YBR096W
8	J	17	YMR182C
8	J	18	YFL034C-A
8	J	19	YML095C
8	J	20	YMR271C
8	J	21	YPR107C
8	J	22	YDR304C
8	J	23	YAL014C
8	J	24	YNR018W
8	K	1	YDR454C
8	K	2	YKR035W-A
8	K	3	YDL053C
8	K	4	YER128W
8	K	5	YKR007W
8	K	6	YLR145W
8	K	7	YDR441C
8	K	8	YFL031W
8	K	9	BLANK
8	K	10	YAL008W
8	K	11	YNL245C
8	K	12	BLANK
8	K	13	YML011C
8	K	14	YMR295C
8	K	15	YBR047W
8	K	16	YER029C
8	K	17	YHR193C
8	K	18	YFR017C
8	K	19	YGL058W
8	K	20	YCL026C-A
8	K	21	YFR011C
8	K	22	YGL147C
8	K	23	YDL235C
8	K	24	YHR189W
8	L	1	YDR399W
8	L	2	YDR447C
8	L	3	YBL093C
8	L	4	YGR033C
8	L	5	YLR178C
8	L	6	YHR013C
8	L	7	YDR500C
8	L	8	YMR134W
8	L	9	YGL037C
8	L	10	YJR050W
8	L	11	YGL101W
8	L	12	YPL002C
8	L	13	BLANK
8	L	14	YDL010W
8	L	15	YPL166W
8	L	16	BLANK
8	L	17	YOR236W
8	L	18	YLR407W
8	L	19	YOR247W
8	L	20	YPR043W
8	L	21	YLR185W
8	L	22	YGL166W
8	L	23	YDR056C
8	L	24	YBR193C
8	M	1	YER112W
8	M	2	YLR016C
8	M	3	YER034W
8	M	4	YKL214C
8	M	5	YOL129W
8	M	6	YLR179C
8	M	7	YLR065C
8	M	8	YLR073C
8	M	9	YBR082C
8	M	10	YDR032C
8	M	11	YDR059C
8	M	12	YPL051W
8	M	13	YMR042W
8	M	14	YNL056W
8	M	15	YDR469W
8	M	16	YGR251W
8	M	17	YPR102C
8	M	18	YKR085C
8	M	19	YJL124C
8	M	20	YCL027C-A
8	M	21	YCR046C
8	M	22	YKR045C
8	M	23	YJL065C
8	M	24	YJR017C
8	N	1	YER018C
8	N	2	YJL136C
8	N	3	YBR066C
8	N	4	YGR036C
8	N	5	YOR064C
8	N	6	YJL063C
8	N	7	YBR197C
8	N	8	YMR188C
8	N	9	YIR024C
8	N	10	YIR038C
8	N	11	YGR129W
8	N	12	YBL038W
8	N	13	YNL213C
8	N	14	YDR043C
8	N	15	YML053C
8	N	16	YGR126W
8	N	17	YPR071W
8	N	18	YMR311C
8	N	19	YIL113W
8	N	20	YDR296W
8	N	21	YFL046W
8	N	22	YDR007W
8	N	23	YDR231C
8	N	24	YMR222C
8	O	1	YGR049W
8	O	2	YMR052W
8	O	3	YOR148C
8	O	4	YLR036C
8	O	5	YJR094W-A
8	O	6	YML079W
8	O	7	YPL211W
8	O	8	YOR182C
8	O	9	YPL249C-A
8	O	10	YDR478W
8	O	11	YER134C
8	O	12	YPL067C
8	O	13	YOL067C
8	O	14	YBL107C
8	O	15	YGL222C
8	O	16	YJL030W
8	O	17	YDL219W
8	O	18	YNL282W
8	O	19	YJR097W
8	O	20	YDR248C
8	O	21	YDR073W
8	O	22	YLR011W
8	O	23	YKL026C
8	O	24	YHR175W
8	P	1	YFR008W
8	P	2	YDL115C
8	P	3	YIL007C
8	P	4	YGR247W
8	P	5	YDR236C
8	P	6	YJL121C
8	P	7	YGL135W
8	P	8	YJR056C
8	P	9	YJR057W
8	P	10	YLR250W
8	P	11	YIL010W
8	P	12	YBR261C
8	P	13	YOR078W
8	P	14	YER002W
8	P	15	YNR014W
8	P	16	YHR038W
8	P	17	YBR052C
8	P	18	YGR232W
8	P	19	YJR133W
8	P	20	YER139C
8	P	21	YDL130W
8	P	22	YDR067C
8	P	23	YHR057C
8	P	24	YCR051W
9	A	1	YPL047W
9	A	2	YKL192C
9	A	3	YDR016C
9	A	4	YDR357C
9	A	5	YOL159C-A
9	A	6	YDL152W
9	A	7	YLR327C
9	A	8	YGL189C
9	A	9	YCR018C-A
9	A	10	YLR200W
9	A	11	YCR020W-B
9	A	12	YDR079W
9	A	13	YNL259C
9	A	14	YLR154C
9	A	15	YDL085C-A
9	A	16	YLL014W
9	A	17	YGR271C-A
9	A	18	YOL048C
9	A	19	YOR298C-A
9	A	20	YJL018W
9	A	21	YDL184C
9	A	22	YNL086W
9	A	23	YDR170C
9	A	24	YLR346C
9	B	1	YBR252W
9	B	2	YKL056C
9	B	3	YGR074W
9	B	4	YDL008W
9	B	5	YKL160W
9	B	6	YKR020W
9	B	7	YBR258C
9	B	8	YDR155C
9	B	9	YBR167C
9	B	10	YLR042C
9	B	11	YPR100W
9	B	12	YGR030C
9	B	13	YKL049C
9	B	14	YOR044W
9	B	15	YMR252C
9	B	16	YGR148C
9	B	17	YDR225W
9	B	18	YLR315W
9	B	19	YBR269C
9	B	20	YOL108C
9	B	21	YNL153C
9	B	22	YDL121C
9	B	23	YGL127C
9	B	24	YER150W
9	C	1	YHR001W-A
9	C	2	YFR036W
9	C	3	YER048W-A
9	C	4	YGL070C
9	C	5	YDR363W-A
9	C	6	YPL013C
9	C	7	YMR286W
9	C	8	YDL157C
9	C	9	YGR008C
9	C	10	YNL135C
9	C	11	YLR325C
9	C	12	YGR151C
9	C	13	YDR079C-A
9	C	14	YFL014W
9	C	15	YML058W-A
9	C	16	YLR333C
9	C	17	YHR053C
9	C	18	YOR265W
9	C	19	YDL061C
9	C	20	YJL144W
9	C	21	YOR302W
9	C	22	YNL300W
9	C	23	YLR342W
9	C	24	YNL146W
9	D	1	YDR344C
9	D	2	YKL063C
9	D	3	YGR243W
9	D	4	YDR201W
9	D	5	YMR074C
9	D	6	YIR037W
9	D	7	YER159C
9	D	8	YDR179C
9	D	9	YBR188C
9	D	10	YLR050C
9	D	11	YNR022C
9	D	12	YNL185C
9	D	13	YKL167C
9	D	14	YPL037C
9	D	15	YOL012C
9	D	16	YIL098C
9	D	17	YLR385C
9	D	18	YMR260C
9	D	19	YGL080W
9	D	20	YDR424C
9	D	21	YOL134C
9	D	22	YDR063W
9	D	23	YKL086W
9	D	24	YGR203W
9	E	1	YLL018C-A
9	E	2	YLR295C
9	E	3	YJL166W
9	E	4	YJL169W
9	E	5	YLR438C-A
9	E	6	YGL029W
9	E	7	YNL211C
9	E	8	YDR031W
9	E	9	YMR122W-A
9	E	10	YGR219W
9	E	11	YLR395C
9	E	12	YHR087W
9	E	13	YDR320C-A
9	E	14	YJL179W
9	E	15	YMR174C
9	E	16	YPR098C
9	E	17	YHR055C
9	E	18	YBR268W
9	E	19	YLR388W
9	E	20	YML058W
9	E	21	YLL040C
9	E	22	YDR139C
9	E	23	YKR095W
9	E	24	YNL198C
9	F	1	YDR462W
9	F	2	YKL122C
9	F	3	YNR004W
9	F	4	YDR418W
9	F	5	YBL021C
9	F	6	YOR150W
9	F	7	YLR245C
9	F	8	YOL071W
9	F	9	YDL123W
9	F	10	YOR276W
9	F	11	YOR285W
9	F	12	YPR062W
9	F	13	YBR010W
9	F	14	YPR168W
9	F	15	YDR511W
9	F	16	YKR074W
9	F	17	YBL002W
9	F	18	YNL255C
9	F	19	YHR059W
9	F	20	YBR135W
9	F	21	YBR016W
9	F	22	YDR252W
9	F	23	YKL169C
9	F	24	YHR136C
9	G	1	YNR034W-A
9	G	2	YBR194W
9	G	3	YDR070C
9	G	4	YJL173C
9	G	5	YER019C-A
9	G	6	YGL220W
9	G	7	YPR182W
9	G	8	YJR146W
9	G	9	YLR038C
9	G	10	YJR082C
9	G	11	YFL017W-A
9	G	12	YIR009W
9	G	13	YNL162W-A
9	G	14	YJR048W
9	G	15	YLR264W
9	G	16	YEL073C
9	G	17	YOL052C-A
9	G	18	YDR115W
9	G	19	YDR034W-B
9	G	20	YMR244C-A
9	G	21	YBR140C
9	G	22	YDR377W
9	G	23	YFL007W
9	G	24	YOR248W
9	H	1	YMR225C
9	H	2	YML098W
9	H	3	YOR224C
9	H	4	YEL054C
9	H	5	YCL056C
9	H	6	YPR188C
9	H	7	YMR269W
9	H	8	YOR357C
9	H	9	YDR308C
9	H	10	YPR073C
9	H	11	YIL040W
9	H	12	YCR063W
9	H	13	YNL031C
9	H	14	YLR421C
9	H	15	YJL151C
9	H	16	YLR281C
9	H	17	YDR224C
9	H	18	YNL281W
9	H	19	YJL190C
9	H	20	YDL110C
9	H	21	YCR082W
9	H	22	YJL104W
9	H	23	YMR195W
9	H	24	YIR005W
9	I	1	YDR322C-A
9	I	2	YDR493W
9	I	3	YPL183W-A
9	I	4	YKL058W
9	I	5	YGL032C
9	I	6	YHL018W
9	I	7	YBR085C-A
9	I	8	YML101C
9	I	9	YBL071W-A
9	I	10	YKL061W
9	I	11	YOR304C-A
9	I	12	YLR204W
9	I	13	YHR143W-A
9	I	14	YLR364W
9	I	15	YOR167C
9	I	16	YBL028C
9	I	17	YDL067C
9	I	18	YJR085C
9	I	19	YER053C-A
9	I	20	YBR009C
9	I	21	YOL081W
9	I	22	YDR510W
9	I	23	YDL058W
9	I	24	YBR089C-A
9	J	1	YNL147W
9	J	2	YBR230C
9	J	3	YPL225W
9	J	4	YMR022W
9	J	5	YIR015W
9	J	6	YCR028C-A
9	J	7	YNL113W
9	J	8	YDR024W
9	J	9	YDR437W
9	J	10	YER030W
9	J	11	YKL170W
9	J	12	YGR076C
9	J	13	YPL250C
9	J	14	YMR002W
9	J	15	YKR049C
9	J	16	YIL062C
9	J	17	YHR132W-A
9	J	18	YEL048C
9	J	19	YNL143C
9	J	20	YLR218C
9	J	21	YER084W
9	J	22	YNR010W
9	J	23	YEL008W
9	J	24	YMR059W
9	K	1	BLANK
9	K	2	YEL003W
9	K	3	YPR052C
9	K	4	BLANK
9	K	5	YGR037C
9	K	6	YNL111C
9	K	7	YDL181W
9	K	8	YOR189W
9	K	9	YDR379C-A
9	K	10	YBR100W
9	K	11	YDR210W
9	K	12	YCL035C
9	K	13	YML009C
9	K	14	BLANK
9	K	15	YBR162W-A
9	K	16	YBR262C
9	K	17	BLANK
9	K	18	BLANK
9	K	19	YDR461W
9	K	20	YNL030W
9	K	21	YBL004W
9	K	22	YEL014C
9	K	23	YJL039C
9	K	24	YIL008W
9	L	1	YBR282W
9	L	2	YEL044W
9	L	3	YBL025W
9	L	4	YPL135W
9	L	5	BLANK
9	L	6	YBR077C
9	L	7	YIL027C
9	L	8	BLANK
9	L	9	YGL108C
9	L	10	YFL017C
9	L	11	YBL026W
9	L	12	YIL087C
9	L	13	YDL012C
9	L	14	YOR226C
9	L	15	YKR083C
9	L	16	YJR104C
9	L	17	YKL003C
9	L	18	YGR272C
9	L	19	YHR162W
9	L	20	YMR159C
9	L	21	YJR022W
9	L	22	YOR286W
9	L	23	YER071C
9	L	24	YMR148W
9	M	1	YBL029C-A
9	M	2	YFR049W
9	M	3	YKL096W-A
9	M	4	YMR123W
9	M	5	YDL130W-A
9	M	6	YOL005C
9	M	7	YJL062W-A
9	M	8	YNL122C
9	M	9	YDR525W-A
9	M	10	YLR390W
9	M	11	YNL015W
9	M	12	YDR382W
9	M	13	YOR210W
9	M	14	YGR027C
9	M	15	YJL012C-A
9	M	16	YDL081C
9	M	17	YMR251W-A
9	M	18	YBL001C
9	M	19	YML007C-A
9	M	20	YOL150C
9	M	21	YGR217W
9	M	22	YGR206W
9	M	23	YIL149C
9	M	24	YKL018C-A
9	N	1	YCR071C
9	N	2	YLR074C
9	N	3	YER035W
9	N	4	YIL057C
9	N	5	YDR513W
9	N	6	YBR120C
9	N	7	YJR067C
9	N	8	YIL138C
9	N	9	YJR044C
9	N	10	YML030W
9	N	11	YBL059C-A
9	N	12	YJR047C
9	N	13	YDR482C
9	N	14	YPL071C
9	N	15	YBL003C
9	N	16	YCR087C-A
9	N	17	YKL138C
9	N	18	YHR116W
9	N	19	YLR297W
9	N	20	YOR052C
9	N	21	YCR043C
9	N	22	YBR173C
9	N	23	YER092W
9	N	24	YPL144W
9	O	1	YBR233W-A
9	O	2	YGL226W
9	O	3	YDR250C
9	O	4	YBR253W
9	O	5	YKL053C-A
9	O	6	YER131W
9	O	7	YLR363W-A
9	O	8	YHR138C
9	O	9	YMR175W
9	O	10	YCR060W
9	O	11	YEL059C-A
9	O	12	YGR215W
9	O	13	YLL009C
9	O	14	YGR269W
9	O	15	BLANK
9	O	16	YOL039W
9	O	17	YHR072W-A
9	O	18	YDR281C
9	O	19	YDL133C-A
9	O	20	YGR063C
9	O	21	YJL005W
9	O	22	YKL102C
9	O	23	YLL048C
9	O	24	YPL046C
9	P	1	YDL092W
9	P	2	YGL087C
9	P	3	YIL051C
9	P	4	YJR055W
9	P	5	YNL081C
9	P	6	YBR244W
9	P	7	YOR252W
9	P	8	YJL011C
9	P	9	YLR275W
9	P	10	YBL018C
9	P	11	YDR156W
9	P	12	YMR236W
9	P	13	YNR046W
9	P	14	YGL031C
9	P	15	YDR193W
9	P	16	YKL067W
9	P	17	YMR112C
9	P	18	YLR068W
9	P	19	YNL149C
9	P	20	YPL059W
9	P	21	YCR083W
9	P	22	YER044C
9	P	23	YJR063W
9	P	24	YBR109C
10	A	1	YHR007C
10	A	2	YDR484W
10	A	3	YCR028C
10	A	4	YHL040C
10	A	5	YKL175W
10	A	6	YNL121C
10	A	7	YOL137W
10	A	8	YCR048W
10	A	9	YOR320C
10	A	10	YGR191W
10	A	11	YPL175W
10	A	12	YGR065C
10	A	13	YBR003W
10	A	14	YLL061W
10	A	15	YBR199W
10	A	16	YDR345C
10	A	17	YBR110W
10	A	18	YMR296C
10	A	19	YDR329C
10	A	20	YOR132W
10	A	21	YEL002C
10	A	22	YBL099W
10	A	23	YLR130C
10	A	24	YOR161C
10	B	1	YIL047C
10	B	2	YMR162C
10	B	3	YOR329C
10	B	4	YJL222W
10	B	5	YOR270C
10	B	6	YOR291W
10	B	7	YJL029C
10	B	8	YIL030C
10	B	9	YOR017W
10	B	10	YEL031W
10	B	11	YER001W
10	B	12	YIL048W
10	B	13	YBR080C
10	B	14	YDR040C
10	B	15	YHR072W
10	B	16	YDR122W
10	B	17	YER113C
10	B	18	YPL125W
10	B	19	YLR188W
10	B	20	YLR138W
10	B	21	YLR413W
10	B	22	YGL137W
10	B	23	YOR273C
10	B	24	YIL109C
